V1	V2
MA_10431106	26892
MA_40335	26886
MA_10428347	26884
MA_96453	26882
MA_10428242	26881
MA_24782	26877
MA_95421	26876
MA_10428890	26872
MA_35813	26867
MA_129591	26864
MA_10430382	26863
MA_25773	26858
MA_25251	26856
MA_25251	26856
MA_74264	26851
MA_28795	26850
MA_36164	26840
MA_62441	26837
MA_7855	26834
MA_7855	26834
MA_52903	26832
MA_59030	26829
MA_92393	26829
MA_10436035	26821
MA_10430862	26813
MA_91807	26812
MA_72555	26808
MA_79054	26806
MA_2579	26804
MA_29766	26793
MA_34934	26790
MA_34934	26790
MA_10426162	26790
MA_10436826	26788
MA_152577	26785
MA_30087	26784
MA_10426489	26783
MA_10426489	26783
MA_2273	26782
MA_37341	26778
MA_37341	26778
MA_9315	26775
MA_23986	26774
MA_10436463	26771
MA_10390447	26771
MA_10436463	26771
MA_10426839	26769
MA_10428947	26764
MA_11599	26764
MA_28794	26761
MA_10431176	26760
MA_10434019	26754
MA_10434019	26754
MA_29950	26750
MA_84563	26750
MA_14644	26746
MA_72040	26742
MA_23094	26737
MA_99158	26734
MA_6860	26728
MA_41917	26727
MA_10431205	26725
MA_10434295	26723
MA_184289	26715
MA_25647	26715
MA_10434034	26714
MA_10434020	26713
MA_10434020	26713
MA_10430030	26710
MA_10430030	26710
MA_178633	26709
MA_31057	26701
MA_92321	26699
MA_62890	26692
MA_10429656	26688
MA_140626	26684
MA_55726	26680
MA_10435018	26679
MA_93937	26678
MA_33462	26678
MA_10436353	26678
MA_20725	26674
MA_102810	26674
MA_88708	26672
MA_10433375	26667
MA_10429917	26665
MA_15713	26654
MA_15713	26654
MA_184670	26648
MA_69454	26648
MA_132560	26647
MA_4535	26645
MA_6119	26644
MA_131067	26641
MA_99665	26639
MA_129080	26632
MA_87159	26629
MA_91814	26626
MA_50227	26624
MA_10436705	26620
MA_127243	26619
MA_10431340	26611
MA_94248	26605
MA_185176	26605
MA_1204	26600
MA_61604	26599
MA_10429134	26597
MA_10429134	26597
MA_130753	26595
MA_79766	26592
MA_40328	26592
MA_79766	26592
MA_83385	26591
MA_60534	26591
MA_167441	26590
MA_40985	26588
MA_40985	26588
MA_40985	26588
MA_40985	26588
MA_47113	26587
MA_90177	26586
MA_2618	26585
MA_10425982	26584
MA_10384905	26584
MA_10428126	26581
MA_40506	26578
MA_33379	26574
MA_17514	26573
MA_32563	26570
MA_62436	26569
MA_80600	26568
MA_10431789	26568
MA_60748	26565
MA_10425817	26563
MA_10425817	26563
MA_159974	26562
MA_10432214	26555
MA_77701	26555
MA_77701	26555
MA_10435883	26554
MA_41925	26552
MA_10434533	26552
MA_17239	26547
MA_38758	26545
MA_10436308	26544
MA_8996	26541
MA_117555	26532
MA_10430180	26523
MA_10350028	26521
MA_21753	26519
MA_172868	26515
MA_95448	26513
MA_69370	26513
MA_10437176	26512
MA_10436219	26512
MA_172537	26504
MA_168928	26504
MA_4534	26495
MA_10426674	26493
MA_31479	26489
MA_10430982	26488
MA_10430982	26488
MA_10428192	26473
MA_10431226	26470
MA_78051	26470
MA_96348	26466
MA_98146	26466
MA_90282	26463
MA_90282	26463
MA_134824	26461
MA_134824	26461
MA_131181	26461
MA_131181	26461
MA_10433556	26459
MA_10433556	26459
MA_10429100	26445
MA_10432431	26443
MA_10432431	26443
MA_96764	26439
MA_130018	26436
MA_10429309	26429
MA_10429309	26429
MA_21775	26427
MA_132330	26427
MA_93039	26423
MA_41769	26421
MA_20954	26420
MA_137342	26418
MA_98995	26417
MA_93315	26415
MA_7037	26414
MA_16767	26408
MA_26992	26405
MA_184645	26402
MA_89652	26401
MA_65794	26401
MA_43229	26401
MA_50509	26396
MA_10436762	26394
MA_27052	26389
MA_183615	26386
MA_17529	26381
MA_16962	26379
MA_64903	26379
MA_16962	26379
MA_10431321	26374
MA_72587	26374
MA_100327	26373
MA_24649	26365
MA_72695	26364
MA_99694	26363
MA_10429569	26361
MA_10436496	26356
MA_27477	26354
MA_37504	26346
MA_132981	26336
MA_47021	26336
MA_14206	26331
MA_10435815	26327
MA_10436531	26326
MA_10436531	26326
MA_10430890	26322
MA_179817	26318
MA_437	26314
MA_102621	26314
MA_10435680	26300
MA_27346	26294
MA_178599	26293
MA_34399	26290
MA_10432206	26282
MA_12818	26280
MA_176964	26278
MA_176964	26278
MA_10434370	26276
MA_102175	26271
MA_10431119	26269
MA_10426471	26269
MA_10436676	26268
MA_10433494	26263
MA_10433494	26263
MA_111990	26259
MA_10436738	26258
MA_84776	26256
MA_168509	26256
MA_10434922	26254
MA_4976	26250
MA_78471	26249
MA_10431257	26248
MA_22939	26247
MA_91212	26246
MA_15802	26243
MA_139086	26239
MA_81703	26234
MA_10428838	26230
MA_101065	26226
MA_148757	26226
MA_148757	26226
MA_90902	26222
MA_10429514	26221
MA_52285	26220
MA_10355730	26218
MA_10436039	26218
MA_10436039	26218
MA_10436039	26218
MA_110942	26216
MA_99789	26214
MA_10427041	26212
MA_97566	26211
MA_8260	26202
MA_10432639	26198
MA_65271	26191
MA_34383	26183
MA_10432525	26174
MA_43609	26168
MA_42946	26167
MA_36129	26164
MA_10434208	26162
MA_74648	26160
MA_512	26159
MA_40109	26155
MA_40109	26155
MA_10433439	26152
MA_10431482	26147
MA_44472	26147
MA_54506	26139
MA_80193	26136
MA_10436041	26136
MA_52474	26135
MA_52474	26135
MA_10263	26134
MA_23189	26134
MA_10425895	26132
MA_10430638	26131
MA_10431876	26126
MA_36765	26126
MA_41294	26124
MA_184756	26110
MA_28323	26106
MA_10431280	26106
MA_72639	26104
MA_62101	26102
MA_10431883	26100
MA_66375	26097
MA_115769	26095
MA_106030	26094
MA_114640	26088
MA_112650	26087
MA_165912	26086
MA_184347	26079
MA_46249	26074
MA_96505	26073
MA_96505	26073
MA_40436	26071
MA_10433631	26070
MA_47857	26063
MA_10428782	26062
MA_10435509	26056
MA_22562	26053
MA_29002	26048
MA_68070	26042
MA_10431963	26042
MA_10431963	26042
MA_176192	26042
MA_10433243	26041
MA_10431515	26040
MA_10431515	26040
MA_10427711	26037
MA_87803	26036
MA_84581	26035
MA_84581	26035
MA_25308	26035
MA_184831	26032
MA_10431738	26031
MA_84006	26027
MA_3388	26027
MA_88963	26014
MA_3650	26006
MA_3650	26006
MA_10429833	26002
MA_94437	25991
MA_81091	25990
MA_165261	25984
MA_103665	25983
MA_87653	25978
MA_87653	25978
MA_1605	25977
MA_5345	25974
MA_6085	25970
MA_10432058	25966
MA_163198	25965
MA_68053	25965
MA_117379	25960
MA_32151	25959
MA_10436085	25955
MA_89201	25952
MA_10429914	25949
MA_30531	25947
MA_30531	25947
MA_44659	25946
MA_10429757	25940
MA_10429757	25940
MA_34359	25939
MA_102948	25938
MA_134483	25937
MA_77198	25937
MA_10435545	25931
MA_10435545	25931
MA_102787	25930
MA_91896	25929
MA_91896	25929
MA_10435784	25927
MA_101632	25924
MA_102723	25923
MA_39781	25921
MA_10432467	25920
MA_10432467	25920
MA_10433256	25919
MA_11675	25915
MA_35014	25910
MA_90049	25907
MA_131867	25906
MA_92784	25905
MA_122602	25904
MA_82028	25903
MA_10433527	25898
MA_184576	25893
MA_54782	25893
MA_87768	25890
MA_174309	25888
MA_83030	25885
MA_10434280	25885
MA_10434280	25885
MA_11933	25880
MA_28222	25875
MA_186351	25873
MA_21473	25870
MA_10432890	25867
MA_100446	25866
MA_93777	25864
MA_10432693	25864
MA_137766	25864
MA_136865	25860
MA_13061	25859
MA_13061	25859
MA_81446	25858
MA_7292	25857
MA_34981	25855
MA_10429643	25847
MA_94211	25846
MA_138939	25837
MA_10436257	25837
MA_10436257	25837
MA_131324	25836
MA_10437032	25832
MA_10437032	25832
MA_177230	25832
MA_10437032	25832
MA_10436685	25830
MA_167616	25822
MA_126835	25821
MA_43129	25820
MA_10431839	25818
MA_87409	25816
MA_10432831	25812
MA_10397575	25811
MA_91330	25801
MA_97133	25799
MA_168100	25793
MA_10428223	25791
MA_96778	25790
MA_10429698	25790
MA_83812	25783
MA_84812	25776
MA_10437051	25775
MA_181514	25775
MA_42276	25771
MA_99077	25766
MA_10429590	25763
MA_30958	25757
MA_10435534	25750
MA_66402	25744
MA_66402	25744
MA_10435138	25741
MA_72871	25740
MA_10426216	25736
MA_10426216	25736
MA_35795	25731
MA_10435829	25728
MA_47159	25723
MA_113841	25722
MA_1542	25717
MA_1542	25717
MA_52206	25717
MA_61894	25716
MA_55260	25715
MA_10433400	25711
MA_10435528	25709
MA_10435528	25709
MA_125092	25709
MA_10426628	25707
MA_39222	25704
MA_2496	25701
MA_10437166	25699
MA_10437166	25699
MA_10437166	25699
MA_47168	25699
MA_54659	25697
MA_75649	25687
MA_88976	25682
MA_10430254	25681
MA_10430254	25681
MA_55336	25680
MA_132803	25677
MA_174257	25676
MA_111594	25674
MA_10435292	25665
MA_10435292	25665
MA_34171	25664
MA_50379	25663
MA_10437269	25658
MA_135936	25655
MA_10430314	25655
MA_20669	25653
MA_41803	25652
MA_41803	25652
MA_10436938	25650
MA_10436938	25650
MA_10436938	25650
MA_40229	25649
MA_103281	25648
MA_101972	25646
MA_167411	25641
MA_102572	25640
MA_77945	25630
MA_100375	25626
MA_91496	25623
MA_10430177	25622
MA_10426642	25620
MA_10429825	25618
MA_73948	25618
MA_20886	25616
MA_89417	25613
MA_10426092	25609
MA_102655	25607
MA_10426758	25606
MA_10426758	25606
MA_10426758	25606
MA_75227	25600
MA_75227	25600
MA_10434374	25599
MA_102658	25596
MA_61973	25590
MA_61973	25590
MA_10427137	25586
MA_10434757	25585
MA_120329	25575
MA_120329	25575
MA_10428009	25573
MA_4138	25572
MA_99597	25571
MA_10432699	25565
MA_127563	25565
MA_101005	25562
MA_30983	25558
MA_115607	25550
MA_10429630	25546
MA_118371	25541
MA_88236	25541
MA_57146	25541
MA_33418	25538
MA_10430759	25535
MA_117044	25534
MA_10437266	25518
MA_10437266	25518
MA_68307	25511
MA_10435041	25510
MA_34570	25509
MA_177092	25505
MA_10434928	25503
MA_10429661	25499
MA_10429661	25499
MA_10431798	25496
MA_12657	25495
MA_54295	25495
MA_132671	25488
MA_95873	25488
MA_40187	25482
MA_47623	25482
MA_93825	25481
MA_10436742	25471
MA_10436742	25471
MA_109845	25469
MA_41206	25468
MA_10425808	25464
MA_40068	25457
MA_10437041	25455
MA_67422	25455
MA_10432720	25447
MA_33929	25446
MA_79699	25445
MA_70001	25436
MA_74983	25434
MA_74983	25434
MA_10431664	25434
MA_94837	25429
MA_36737	25428
MA_95333	25425
MA_35473	25420
MA_43312	25419
MA_10431399	25414
MA_125016	25402
MA_57964	25400
MA_21574	25398
MA_10436541	25396
MA_10436541	25396
MA_10436541	25396
MA_61198	25395
MA_103178	25394
MA_94360	25391
MA_92056	25391
MA_92056	25391
MA_10433823	25390
MA_175841	25387
MA_102449	25386
MA_10435232	25385
MA_10425881	25383
MA_118465	25382
MA_94840	25377
MA_10436679	25377
MA_10431659	25370
MA_10431659	25370
MA_184308	25369
MA_20787	25369
MA_10434046	25365
MA_10434046	25365
MA_10429495	25363
MA_171988	25363
MA_10426554	25362
MA_101536	25359
MA_49315	25356
MA_10436595	25356
MA_10436595	25356
MA_143715	25355
MA_69583	25351
MA_10430273	25349
MA_22044	25346
MA_108270	25346
MA_92190	25344
MA_178464	25342
MA_84321	25340
MA_10428436	25340
MA_55400	25339
MA_103944	25337
MA_39319	25335
MA_97679	25334
MA_96282	25327
MA_10433399	25325
MA_10432269	25324
MA_10426487	25321
MA_10428820	25320
MA_86745	25317
MA_50989	25315
MA_50989	25315
MA_100925	25302
MA_10435775	25297
MA_10435775	25297
MA_77746	25296
MA_96038	25296
MA_96038	25296
MA_3682	25293
MA_3682	25293
MA_10435757	25290
MA_10435757	25290
MA_23219	25288
MA_23219	25288
MA_82861	25286
MA_50942	25286
MA_10426548	25282
MA_117791	25278
MA_16353	25276
MA_10437067	25274
MA_10437067	25274
MA_10437067	25274
MA_91847	25268
MA_60460	25265
MA_181954	25265
MA_14743	25262
MA_31398	25262
MA_58424	25259
MA_97949	25258
MA_10426455	25255
MA_41410	25253
MA_176057	25252
MA_10430861	25249
MA_10430861	25249
MA_165428	25240
MA_87149	25240
MA_10429123	25237
MA_10427842	25234
MA_90086	25228
MA_136869	25227
MA_78811	25225
MA_10433068	25221
MA_65498	25221
MA_65498	25221
MA_95003	25216
MA_179155	25210
MA_10435164	25204
MA_52310	25203
MA_10433931	25203
MA_10433545	25202
MA_63184	25199
MA_10436458	25199
MA_10433330	25194
MA_10427956	25192
MA_120691	25188
MA_120691	25188
MA_15351	25186
MA_36408	25178
MA_36408	25178
MA_27374	25177
MA_98461	25172
MA_178446	25171
MA_96858	25170
MA_36755	25167
MA_10434740	25157
MA_109200	25157
MA_96532	25150
MA_10436812	25137
MA_102643	25135
MA_27498	25130
MA_180436	25129
MA_57695	25124
MA_101512	25120
MA_110708	25118
MA_54666	25116
MA_115026	25116
MA_82191	25113
MA_60392	25111
MA_60392	25111
MA_60392	25111
MA_10436574	25108
MA_97131	25107
MA_10432370	25101
MA_36203	25087
MA_10428487	25087
MA_75319	25086
MA_91949	25082
MA_78028	25080
MA_10432839	25078
MA_53827	25073
MA_53827	25073
MA_10434449	25063
MA_22311	25060
MA_179576	25059
MA_64863	25053
MA_82303	25052
MA_48902	25051
MA_27433	25048
MA_10816	25048
MA_78005	25044
MA_10430871	25043
MA_10432032	25038
MA_13777	25036
MA_50908	25033
MA_115844	25033
MA_79145	25033
MA_79145	25033
MA_118135	25032
MA_10430424	25029
MA_10434154	25025
MA_21890	25025
MA_10426728	25023
MA_10436025	25023
MA_10436025	25023
MA_10436025	25023
MA_93503	25016
MA_174238	25009
MA_95070	25002
MA_10431408	25001
MA_10431408	25001
MA_10431536	25000
MA_10431536	25000
MA_128961	24999
MA_128961	24999
MA_82939	24996
MA_65093	24996
MA_85663	24995
MA_10436795	24989
MA_10430964	24988
MA_67052	24982
MA_61294	24980
MA_182869	24979
MA_10426043	24978
MA_101563	24974
MA_10432284	24970
MA_61931	24969
MA_30517	24965
MA_10436139	24965
MA_123836	24965
MA_10436139	24965
MA_10436139	24965
MA_102288	24964
MA_26628	24963
MA_131844	24960
MA_168459	24958
MA_31947	24957
MA_186324	24957
MA_162630	24954
MA_92063	24950
MA_10432980	24946
MA_10435096	24942
MA_24094	24942
MA_179772	24942
MA_110335	24940
MA_95754	24938
MA_172077	24937
MA_15725	24933
MA_10433732	24928
MA_10433732	24928
MA_9905	24928
MA_10436090	24919
MA_88625	24902
MA_134986	24900
MA_110869	24899
MA_26241	24897
MA_79290	24896
MA_79290	24896
MA_168217	24893
MA_10428325	24891
MA_10428325	24891
MA_71739	24886
MA_127776	24886
MA_55073	24883
MA_185877	24881
MA_62640	24881
MA_62640	24881
MA_10436556	24879
MA_10429054	24877
MA_46583	24877
MA_10434656	24877
MA_10429054	24877
MA_10429518	24872
MA_40103	24872
MA_77630	24870
MA_80429	24869
MA_32579	24856
MA_41997	24855
MA_45180	24847
MA_74605	24846
MA_74605	24846
MA_2767	24844
MA_38286	24843
MA_180577	24839
MA_62181	24837
MA_10429699	24836
MA_74555	24830
MA_84752	24825
MA_8813	24822
MA_10432727	24821
MA_48090	24821
MA_84701	24820
MA_10431453	24819
MA_10431453	24819
MA_124166	24819
MA_124166	24819
MA_10429950	24814
MA_124616	24813
MA_46362	24812
MA_10434661	24809
MA_95955	24807
MA_53248	24806
MA_61132	24799
MA_83430	24798
MA_83430	24798
MA_106823	24798
MA_10436343	24796
MA_53217	24795
MA_97450	24792
MA_179193	24791
MA_53784	24780
MA_53784	24780
MA_103711	24780
MA_29708	24777
MA_10437155	24775
MA_90442	24775
MA_10437155	24775
MA_27351	24773
MA_87131	24771
MA_183671	24767
MA_183913	24766
MA_183913	24766
MA_97010	24766
MA_10428386	24764
MA_10428386	24764
MA_10428386	24764
MA_10427213	24758
MA_10427213	24758
MA_86256	24758
MA_60457	24753
MA_96623	24751
MA_10435056	24750
MA_10433824	24746
MA_10429522	24742
MA_77139	24739
MA_10427985	24739
MA_33996	24734
MA_33996	24734
MA_33996	24734
MA_33996	24734
MA_82365	24731
MA_24271	24729
MA_28151	24728
MA_28151	24728
MA_97482	24719
MA_10427756	24707
MA_102594	24705
MA_37485	24692
MA_10427348	24691
MA_114548	24685
MA_183160	24684
MA_183160	24684
MA_100225	24681
MA_131998	24680
MA_131998	24680
MA_56963	24673
MA_99876	24672
MA_99876	24672
MA_10436771	24671
MA_10436771	24671
MA_10435411	24670
MA_10435411	24670
MA_10435671	24665
MA_10431997	24665
MA_58516	24659
MA_38687	24658
MA_10427651	24656
MA_10429065	24653
MA_98229	24653
MA_101961	24650
MA_2999	24650
MA_172990	24649
MA_94381	24643
MA_10430521	24639
MA_10428708	24635
MA_10428708	24635
MA_101763	24634
MA_41295	24633
MA_48846	24632
MA_87817	24631
MA_87817	24631
MA_24887	24628
MA_24887	24628
MA_97401	24626
MA_46136	24613
MA_10429137	24611
MA_10427553	24607
MA_43690	24601
MA_67527	24599
MA_10430932	24597
MA_184238	24594
MA_60222	24594
MA_10432683	24588
MA_180954	24587
MA_10433231	24587
MA_90223	24586
MA_2841	24581
MA_10436683	24577
MA_10436683	24577
MA_10436683	24577
MA_163948	24572
MA_74764	24571
MA_10429236	24567
MA_41880	24567
MA_30683	24560
MA_10434382	24553
MA_178331	24548
MA_29523	24546
MA_62806	24538
MA_90307	24536
MA_10432341	24536
MA_90307	24536
MA_10426110	24536
MA_33115	24529
MA_10433351	24528
MA_171043	24523
MA_30496	24520
MA_86191	24515
MA_183827	24511
MA_10428423	24511
MA_10436001	24504
MA_10436001	24504
MA_97465	24499
MA_97465	24499
MA_10436367	24499
MA_10431563	24498
MA_98273	24496
MA_98273	24496
MA_37496	24494
MA_125461	24490
MA_41052	24485
MA_124646	24484
MA_92757	24482
MA_31952	24482
MA_10432959	24481
MA_10432959	24481
MA_102591	24476
MA_10427809	24474
MA_10433331	24472
MA_10433331	24472
MA_160852	24471
MA_10429992	24469
MA_76602	24468
MA_182539	24466
MA_42113	24462
MA_42113	24462
MA_31723	24461
MA_10429526	24455
MA_10437275	24448
MA_10437275	24448
MA_10437275	24448
MA_37833	24446
MA_10341448	24445
MA_161463	24435
MA_48044	24433
MA_21006	24426
MA_173656	24411
MA_16810	24406
MA_57733	24404
MA_113269	24402
MA_48709	24399
MA_10428498	24394
MA_89979	24392
MA_161794	24389
MA_94102	24389
MA_46031	24388
MA_180498	24386
MA_21657	24381
MA_89580	24378
MA_10433134	24373
MA_10436546	24372
MA_10436546	24372
MA_80086	24371
MA_10429336	24370
MA_10430820	24367
MA_10429141	24362
MA_111552	24360
MA_10433636	24359
MA_58111	24350
MA_10429664	24349
MA_180744	24348
MA_10430768	24347
MA_92269	24339
MA_10433472	24336
MA_10435132	24334
MA_10429863	24332
MA_68933	24331
MA_99460	24325
MA_10425873	24324
MA_97773	24323
MA_86725	24322
MA_89981	24320
MA_10436469	24320
MA_10436469	24320
MA_69345	24317
MA_54228	24316
MA_99688	24314
MA_47820	24314
MA_75417	24306
MA_49901	24305
MA_10436907	24304
MA_101953	24301
MA_63755	24301
MA_10436770	24298
MA_83723	24296
MA_29341	24286
MA_100402	24286
MA_10428033	24286
MA_31065	24285
MA_10435709	24273
MA_40055	24272
MA_10434766	24270
MA_126211	24265
MA_87686	24258
MA_10428130	24255
MA_10428130	24255
MA_10428794	24254
MA_33970	24253
MA_32412	24250
MA_10343795	24250
MA_10343795	24250
MA_10432198	24245
MA_36763	24244
MA_10436347	24243
MA_29666	24236
MA_102016	24236
MA_3305	24226
MA_135501	24226
MA_80431	24223
MA_101927	24218
MA_10435842	24210
MA_109913	24208
MA_109913	24208
MA_102960	24204
MA_102960	24204
MA_102960	24204
MA_174941	24203
MA_45536	24200
MA_45536	24200
MA_103984	24198
MA_10430859	24197
MA_63523	24196
MA_99276	24192
MA_99276	24192
MA_10436374	24192
MA_99276	24192
MA_99276	24192
MA_12577	24191
MA_43300	24188
MA_165810	24186
MA_119796	24182
MA_10432550	24175
MA_10435613	24173
MA_180788	24173
MA_10435613	24173
MA_94205	24167
MA_10430466	24165
MA_10435193	24165
MA_10437119	24160
MA_101085	24156
MA_110052	24155
MA_10427027	24154
MA_70986	24154
MA_88876	24153
MA_10433074	24148
MA_10433041	24144
MA_10433041	24144
MA_65580	24143
MA_100213	24136
MA_100213	24136
MA_45223	24132
MA_45223	24132
MA_22853	24130
MA_71872	24129
MA_114374	24129
MA_10434408	24125
MA_10435285	24122
MA_59480	24121
MA_59480	24121
MA_10435642	24112
MA_10435642	24112
MA_10435506	24101
MA_10432663	24099
MA_65697	24092
MA_10429754	24088
MA_10429754	24088
MA_10429921	24079
MA_36362	24068
MA_36362	24068
MA_128733	24066
MA_40403	24065
MA_96369	24062
MA_10426599	24057
MA_22874	24052
MA_10433445	24049
MA_32067	24049
MA_10433445	24049
MA_65500	24047
MA_103629	24038
MA_10429574	24037
MA_182305	24036
MA_10436606	24031
MA_10436606	24031
MA_10430187	24026
MA_10436489	24024
MA_10436489	24024
MA_10426537	24023
MA_181516	24021
MA_10430919	24021
MA_75023	24020
MA_51922	24015
MA_93481	24011
MA_50635	24010
MA_50635	24010
MA_161962	24009
MA_161962	24009
MA_125604	24007
MA_52449	24007
MA_10436042	24002
MA_87731	24001
MA_93074	24001
MA_63194	24000
MA_30073	23999
MA_10432463	23998
MA_10437036	23998
MA_10434727	23998
MA_166611	23997
MA_30455	23996
MA_124049	23995
MA_10430829	23992
MA_10435443	23991
MA_10428128	23991
MA_10433242	23986
MA_10433242	23986
MA_94340	23977
MA_182224	23977
MA_10431472	23976
MA_10435433	23974
MA_10435433	23974
MA_10435433	23974
MA_15537	23971
MA_15537	23971
MA_10432301	23971
MA_10435544	23970
MA_38713	23964
MA_110789	23958
MA_127651	23947
MA_127651	23947
MA_35602	23943
MA_10433506	23939
MA_10428771	23937
MA_10433567	23936
MA_10433567	23936
MA_10428351	23935
MA_40535	23931
MA_33239	23927
MA_10433814	23921
MA_10433814	23921
MA_102989	23920
MA_102989	23920
MA_93874	23918
MA_10431658	23910
MA_10432351	23909
MA_130907	23908
MA_10428217	23907
MA_10429638	23906
MA_10430050	23904
MA_30192	23904
MA_30192	23904
MA_118174	23899
MA_24609	23898
MA_10430482	23892
MA_10431149	23892
MA_84627	23892
MA_112068	23890
MA_10435378	23888
MA_29076	23887
MA_24601	23886
MA_41930	23884
MA_81918	23882
MA_10429713	23880
MA_31690	23880
MA_140715	23879
MA_140715	23879
MA_10436160	23876
MA_28052	23875
MA_10427610	23873
MA_70588	23872
MA_10436273	23869
MA_27152	23866
MA_32504	23864
MA_10432331	23863
MA_153097	23862
MA_7404	23862
MA_37994	23859
MA_171605	23858
MA_53147	23857
MA_47221	23857
MA_26962	23853
MA_10429014	23852
MA_99199	23851
MA_184381	23850
MA_103714	23850
MA_103714	23850
MA_10427306	23847
MA_10436144	23846
MA_29241	23838
MA_10429585	23836
MA_10429585	23836
MA_10429585	23836
MA_88184	23834
MA_9395	23833
MA_88000	23831
MA_162876	23830
MA_95638	23827
MA_131331	23825
MA_10427785	23822
MA_10427785	23822
MA_21319	23821
MA_10432741	23800
MA_10432741	23800
MA_92489	23795
MA_81128	23784
MA_10428389	23784
MA_10435373	23782
MA_10435373	23782
MA_43406	23779
MA_184655	23777
MA_98178	23772
MA_76111	23772
MA_10432283	23772
MA_10432283	23772
MA_131	23767
MA_131	23767
MA_10433342	23765
MA_10430713	23764
MA_10430713	23764
MA_10430713	23764
MA_175782	23763
MA_84151	23761
MA_5964	23760
MA_10433495	23758
MA_10432979	23757
MA_10432979	23757
MA_10429300	23757
MA_61649	23752
MA_100579	23746
MA_166099	23743
MA_97736	23742
MA_90424	23740
MA_99741	23730
MA_89176	23729
MA_74667	23725
MA_43291	23723
MA_43291	23723
MA_10428996	23723
MA_10426338	23716
MA_10426972	23715
MA_100136	23713
MA_129829	23713
MA_123708	23709
MA_123708	23709
MA_10434242	23702
MA_109004	23701
MA_122694	23700
MA_112261	23698
MA_91782	23698
MA_100931	23694
MA_35032	23693
MA_28872	23692
MA_71183	23690
MA_102607	23688
MA_44776	23687
MA_130401	23686
MA_10430853	23681
MA_85693	23679
MA_181346	23679
MA_99115	23678
MA_52319	23673
MA_10426694	23667
MA_47664	23666
MA_43617	23662
MA_10435644	23661
MA_38025	23658
MA_64770	23655
MA_10428183	23652
MA_10428183	23652
MA_70893	23647
MA_169054	23643
MA_29400	23640
MA_166984	23636
MA_10426505	23634
MA_10426505	23634
MA_10432167	23626
MA_67710	23626
MA_47720	23623
MA_10436359	23619
MA_10436359	23619
MA_46191	23614
MA_50586	23613
MA_10428755	23612
MA_53004	23612
MA_10433141	23611
MA_96512	23608
MA_96512	23608
MA_81677	23604
MA_107531	23603
MA_131343	23599
MA_132359	23599
MA_83136	23590
MA_79692	23587
MA_20641	23585
MA_51623	23583
MA_46848	23578
MA_74565	23576
MA_151032	23566
MA_10427617	23565
MA_10427608	23563
MA_136804	23561
MA_10437271	23554
MA_10437271	23554
MA_10437271	23554
MA_10437271	23554
MA_102122	23553
MA_10437027	23549
MA_10437027	23549
MA_10437027	23549
MA_129369	23547
MA_91204	23543
MA_88917	23533
MA_94912	23532
MA_165604	23524
MA_10433175	23524
MA_72744	23514
MA_74741	23506
MA_74741	23506
MA_1665	23503
MA_69211	23502
MA_10429555	23502
MA_10434240	23496
MA_10426168	23489
MA_10426168	23489
MA_88595	23488
MA_72346	23487
MA_48077	23487
MA_85610	23483
MA_180931	23482
MA_10436631	23481
MA_10436631	23481
MA_185473	23478
MA_10434502	23475
MA_10434502	23475
MA_10339037	23471
MA_55340	23469
MA_90357	23464
MA_57381	23456
MA_77654	23454
MA_37646	23453
MA_23376	23452
MA_10428500	23450
MA_85160	23441
MA_40919	23441
MA_126258	23436
MA_97627	23436
MA_91100	23436
MA_165363	23435
MA_10429538	23434
MA_10429538	23434
MA_90070	23428
MA_10427524	23427
MA_10427524	23427
MA_57732	23425
MA_72999	23419
MA_54600	23418
MA_10321955	23416
MA_70249	23416
MA_70249	23416
MA_99817	23415
MA_96461	23413
MA_96461	23413
MA_96461	23413
MA_96461	23413
MA_96461	23413
MA_10426672	23412
MA_10426672	23412
MA_57835	23412
MA_10426672	23412
MA_10430972	23410
MA_24533	23406
MA_124637	23405
MA_57428	23402
MA_64567	23397
MA_10432970	23393
MA_26840	23390
MA_122717	23383
MA_89151	23382
MA_95267	23380
MA_21587	23378
MA_91369	23372
MA_10431891	23370
MA_119108	23368
MA_71200	23366
MA_33151	23358
MA_78838	23351
MA_60884	23351
MA_47881	23343
MA_10435295	23335
MA_93789	23335
MA_93789	23335
MA_37390	23328
MA_10430080	23326
MA_111002	23325
MA_10427612	23325
MA_10436527	23325
MA_10427612	23325
MA_10428101	23320
MA_10428101	23320
MA_10436906	23309
MA_10436906	23309
MA_98506	23309
MA_10432730	23309
MA_10433089	23304
MA_91841	23301
MA_65837	23301
MA_10430292	23297
MA_23745	23296
MA_10431121	23293
MA_10431121	23293
MA_71981	23292
MA_82060	23291
MA_82060	23291
MA_30921	23282
MA_77628	23279
MA_93163	23274
MA_10433517	23269
MA_10436002	23269
MA_106955	23266
MA_10429069	23265
MA_40112	23263
MA_10436858	23260
MA_10434575	23258
MA_10433022	23256
MA_112432	23256
MA_10433022	23256
MA_73185	23253
MA_93160	23245
MA_48498	23242
MA_10435945	23239
MA_65805	23238
MA_70493	23237
MA_169911	23235
MA_123491	23234
MA_60915	23233
MA_60915	23233
MA_175169	23227
MA_128722	23226
MA_10436180	23222
MA_90422	23221
MA_100454	23221
MA_132273	23216
MA_10436014	23212
MA_10436014	23212
MA_175404	23206
MA_128023	23205
MA_29579	23201
MA_57013	23200
MA_10432024	23197
